Rank,Brand,Brand__URI,Value,Industry,Industry__URI,Label lookup,Label ok
52,L'Or?al,http://dbpedia.org/resource/L'Oréal,10692,Personal Care,http://dbpedia.org/resource/Personal_Care,1,0
53,Morgan Stanley,http://dbpedia.org/resource/Morgan_Stanley,10619,Finance,http://dbpedia.org/resource/Finance_industry,1,1
54,Morgan Stanley,http://dbpedia.org/resource/Morgan_Stanley,10620,Finance,http://dbpedia.org/resource/Finance_industry,0,0
55,Morgan Stanley,http://dbpedia.org/resource/Morgan_Stanley,10621,Finance,http://dbpedia.org/resource/Finance_industry,0,0
56,Morgan Stanley,http://dbpedia.org/resource/Morgan_Stanley,10622,Finance,http://dbpedia.org/resource/Finance_industry,0,0
57,Morgan Stanley,http://dbpedia.org/resource/Morgan_Stanley,10623,Finance,http://dbpedia.org/resource/Finance_industry,0,0
58,Morgan Stanley,http://dbpedia.org/resource/Morgan_Stanley,10624,Finance,http://dbpedia.org/resource/Finance_industry,0,0
59,Morgan Stanley,http://dbpedia.org/resource/Morgan_Stanley,10625,Finance,http://dbpedia.org/resource/Finance_industry,0,0
60,Morgan Stanley,http://dbpedia.org/resource/Morgan_Stanley,10626,Finance,http://dbpedia.org/resource/Finance_industry,0,0
61,Morgan Stanley,http://dbpedia.org/resource/Morgan_Stanley,10627,Finance,http://dbpedia.org/resource/Finance_industry,0,0
62,Morgan Stanley,http://dbpedia.org/resource/Morgan_Stanley,10628,Finance,http://dbpedia.org/resource/Finance_industry,0,0
63,Morgan Stanley,http://dbpedia.org/resource/Morgan_Stanley,10629,Finance,http://dbpedia.org/resource/Finance_industry,0,0
54,Wachovia,http://dbpedia.org/resource/Wachovia,10228,Finance,http://dbpedia.org/resource/Finance_industry,1,1
55,Wachovia,http://dbpedia.org/resource/Wachovia,10229,Finance,http://dbpedia.org/resource/Finance_industry,0,0
56,Wachovia,http://dbpedia.org/resource/Wachovia,10230,Finance,http://dbpedia.org/resource/Finance_industry,0,0
57,Wachovia,http://dbpedia.org/resource/Wachovia,10231,Finance,http://dbpedia.org/resource/Finance_industry,0,0
58,Wachovia,http://dbpedia.org/resource/Wachovia,10232,Finance,http://dbpedia.org/resource/Finance_industry,0,0
59,Wachovia,http://dbpedia.org/resource/Wachovia,10233,Finance,http://dbpedia.org/resource/Finance_industry,0,0
60,Wachovia,http://dbpedia.org/resource/Wachovia,10234,Finance,http://dbpedia.org/resource/Finance_industry,0,0
61,Wachovia,http://dbpedia.org/resource/Wachovia,10235,Finance,http://dbpedia.org/resource/Finance_industry,0,0
55,Merrill Lynch,http://dbpedia.org/resource/Merrill_Lynch,10073,Finance,http://dbpedia.org/resource/Finance_industry,1,1
56,Merrill Lynch,http://dbpedia.org/resource/Merrill_Lynch,10074,Finance,http://dbpedia.org/resource/Finance_industry,0,0
57,Merrill Lynch,http://dbpedia.org/resource/Merrill_Lynch,10075,Finance,http://dbpedia.org/resource/Finance_industry,0,0
58,Merrill Lynch,http://dbpedia.org/resource/Merrill_Lynch,10076,Finance,http://dbpedia.org/resource/Finance_industry,0,0
59,Merrill Lynch,http://dbpedia.org/resource/Merrill_Lynch,10077,Finance,http://dbpedia.org/resource/Finance_industry,0,0
60,Merrill Lynch,http://dbpedia.org/resource/Merrill_Lynch,10078,Finance,http://dbpedia.org/resource/Finance_industry,0,0
61,Merrill Lynch,http://dbpedia.org/resource/Merrill_Lynch,10079,Finance,http://dbpedia.org/resource/Finance_industry,0,0
62,Merrill Lynch,http://dbpedia.org/resource/Merrill_Lynch,10080,Finance,http://dbpedia.org/resource/Finance_industry,0,0
63,Merrill Lynch,http://dbpedia.org/resource/Merrill_Lynch,10081,Finance,http://dbpedia.org/resource/Finance_industry,0,0
64,Merrill Lynch,http://dbpedia.org/resource/Merrill_Lynch,10082,Finance,http://dbpedia.org/resource/Finance_industry,0,0
65,Merrill Lynch,http://dbpedia.org/resource/Merrill_Lynch,10083,Finance,http://dbpedia.org/resource/Finance_industry,0,0
66,Merrill Lynch,http://dbpedia.org/resource/Merrill_Lynch,10084,Finance,http://dbpedia.org/resource/Finance_industry,0,0
67,Merrill Lynch,http://dbpedia.org/resource/Merrill_Lynch,10085,Finance,http://dbpedia.org/resource/Finance_industry,0,0
56,Harley-Davidson,http://dbpedia.org/resource/Harley-Davidson,9955,Cars,http://dbpedia.org/resource/Automotive_industry,1,0
57,Harley-Davidson,http://dbpedia.org/resource/Harley-Davidson,9956,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
58,Harley-Davidson,http://dbpedia.org/resource/Harley-Davidson,9957,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
57,Canon,http://dbpedia.org/resource/Canon_Inc.,9908,Technology,http://dbpedia.org/resource/Technology,1,0
58,Canon,http://dbpedia.org/resource/Canon_Inc.,9909,Technology,http://dbpedia.org/resource/Technology,0,0
59,Canon,http://dbpedia.org/resource/Canon_Inc.,9910,Technology,http://dbpedia.org/resource/Technology,0,0
60,Canon,http://dbpedia.org/resource/Canon_Inc.,9911,Technology,http://dbpedia.org/resource/Technology,0,0
61,Canon,http://dbpedia.org/resource/Canon_Inc.,9912,Technology,http://dbpedia.org/resource/Technology,0,0
62,Canon,http://dbpedia.org/resource/Canon_Inc.,9913,Technology,http://dbpedia.org/resource/Technology,0,0
63,Canon,http://dbpedia.org/resource/Canon_Inc.,9914,Technology,http://dbpedia.org/resource/Technology,0,0
64,Canon,http://dbpedia.org/resource/Canon_Inc.,9915,Technology,http://dbpedia.org/resource/Technology,0,0
65,Canon,http://dbpedia.org/resource/Canon_Inc.,9916,Technology,http://dbpedia.org/resource/Technology,0,0
66,Canon,http://dbpedia.org/resource/Canon_Inc.,9917,Technology,http://dbpedia.org/resource/Technology,0,0
58,Accenture,http://dbpedia.org/resource/Accenture,9786,Software,http://dbpedia.org/resource/Software,1,1
59,Accenture,http://dbpedia.org/resource/Accenture,9787,Software,http://dbpedia.org/resource/Software,0,0
60,Accenture,http://dbpedia.org/resource/Accenture,9788,Software,http://dbpedia.org/resource/Software,0,0
61,Accenture,http://dbpedia.org/resource/Accenture,9789,Software,http://dbpedia.org/resource/Software,0,0
62,Accenture,http://dbpedia.org/resource/Accenture,9790,Software,http://dbpedia.org/resource/Software,0,0
63,Accenture,http://dbpedia.org/resource/Accenture,9791,Software,http://dbpedia.org/resource/Software,0,0
64,Accenture,http://dbpedia.org/resource/Accenture,9792,Software,http://dbpedia.org/resource/Software,0,0
65,Accenture,http://dbpedia.org/resource/Accenture,9793,Software,http://dbpedia.org/resource/Software,0,0
66,Accenture,http://dbpedia.org/resource/Accenture,9794,Software,http://dbpedia.org/resource/Software,0,0
67,Accenture,http://dbpedia.org/resource/Accenture,9795,Software,http://dbpedia.org/resource/Software,0,0
59,Chase,http://dbpedia.org/resource/Chase_(bank),9716,Bank,http://dbpedia.org/resource/Banking_industry,1,0
60,Chase,http://dbpedia.org/resource/Chase_(bank),9717,Bank,http://dbpedia.org/resource/Banking_industry,0,0
61,Chase,http://dbpedia.org/resource/Chase_(bank),9718,Bank,http://dbpedia.org/resource/Banking_industry,0,0
62,Chase,http://dbpedia.org/resource/Chase_(bank),9719,Bank,http://dbpedia.org/resource/Banking_industry,0,0
63,Chase,http://dbpedia.org/resource/Chase_(bank),9720,Bank,http://dbpedia.org/resource/Banking_industry,0,0
64,Chase,http://dbpedia.org/resource/Chase_(bank),9721,Bank,http://dbpedia.org/resource/Banking_industry,0,0
65,Chase,http://dbpedia.org/resource/Chase_(bank),9722,Bank,http://dbpedia.org/resource/Banking_industry,0,0
66,Chase,http://dbpedia.org/resource/Chase_(bank),9723,Bank,http://dbpedia.org/resource/Banking_industry,0,0
67,Chase,http://dbpedia.org/resource/Chase_(bank),9724,Bank,http://dbpedia.org/resource/Banking_industry,0,0
68,Chase,http://dbpedia.org/resource/Chase_(bank),9725,Bank,http://dbpedia.org/resource/Banking_industry,0,0
60,SAP,http://dbpedia.org/resource/SAP_AG,9574,Software,http://dbpedia.org/resource/Software,1,0
61,SAP,http://dbpedia.org/resource/SAP_AG,9575,Software,http://dbpedia.org/resource/Software,0,0
62,SAP,http://dbpedia.org/resource/SAP_AG,9576,Software,http://dbpedia.org/resource/Software,0,0
63,SAP,http://dbpedia.org/resource/SAP_AG,9577,Software,http://dbpedia.org/resource/Software,0,0
64,SAP,http://dbpedia.org/resource/SAP_AG,9578,Software,http://dbpedia.org/resource/Software,0,0
65,SAP,http://dbpedia.org/resource/SAP_AG,9579,Software,http://dbpedia.org/resource/Software,0,0
66,SAP,http://dbpedia.org/resource/SAP_AG,9580,Software,http://dbpedia.org/resource/Software,0,0
67,SAP,http://dbpedia.org/resource/SAP_AG,9581,Software,http://dbpedia.org/resource/Software,0,0
68,SAP,http://dbpedia.org/resource/SAP_AG,9582,Software,http://dbpedia.org/resource/Software,0,0
69,SAP,http://dbpedia.org/resource/SAP_AG,9583,Software,http://dbpedia.org/resource/Software,0,0
61,UBS,http://dbpedia.org/resource/UBS,9541,Bank,http://dbpedia.org/resource/Banking_industry,1,1
62,UBS,http://dbpedia.org/resource/UBS,9542,Bank,http://dbpedia.org/resource/Banking_industry,0,0
63,UBS,http://dbpedia.org/resource/UBS,9543,Bank,http://dbpedia.org/resource/Banking_industry,0,0
64,UBS,http://dbpedia.org/resource/UBS,9544,Bank,http://dbpedia.org/resource/Banking_industry,0,0
65,UBS,http://dbpedia.org/resource/UBS,9545,Bank,http://dbpedia.org/resource/Banking_industry,0,0
66,UBS,http://dbpedia.org/resource/UBS,9546,Bank,http://dbpedia.org/resource/Banking_industry,0,0
67,UBS,http://dbpedia.org/resource/UBS,9547,Bank,http://dbpedia.org/resource/Banking_industry,0,0
68,UBS,http://dbpedia.org/resource/UBS,9548,Bank,http://dbpedia.org/resource/Banking_industry,0,0
69,UBS,http://dbpedia.org/resource/UBS,9549,Bank,http://dbpedia.org/resource/Banking_industry,0,0
70,UBS,http://dbpedia.org/resource/UBS,9550,Bank,http://dbpedia.org/resource/Banking_industry,0,0
62,Orange,http://dbpedia.org/resource/Orange_(telecommunications),9431,Telecom,http://dbpedia.org/resource/Telecommunication,1,0
63,Orange,http://dbpedia.org/resource/Orange_(telecommunications),9432,Telecom,http://dbpedia.org/resource/Telecommunication,0,0
64,Orange,http://dbpedia.org/resource/Orange_(telecommunications),9433,Telecom,http://dbpedia.org/resource/Telecommunication,0,0
65,Orange,http://dbpedia.org/resource/Orange_(telecommunications),9434,Telecom,http://dbpedia.org/resource/Telecommunication,0,0
66,Orange,http://dbpedia.org/resource/Orange_(telecommunications),9435,Telecom,http://dbpedia.org/resource/Telecommunication,0,0
67,Orange,http://dbpedia.org/resource/Orange_(telecommunications),9436,Telecom,http://dbpedia.org/resource/Telecommunication,0,0
68,Orange,http://dbpedia.org/resource/Orange_(telecommunications),9437,Telecom,http://dbpedia.org/resource/Telecommunication,0,0
69,Orange,http://dbpedia.org/resource/Orange_(telecommunications),9438,Telecom,http://dbpedia.org/resource/Telecommunication,0,0
70,Orange,http://dbpedia.org/resource/Orange_(telecommunications),9439,Telecom,http://dbpedia.org/resource/Telecommunication,0,0
71,Orange,http://dbpedia.org/resource/Orange_(telecommunications),9440,Telecom,http://dbpedia.org/resource/Telecommunication,0,0
63,Sony,http://dbpedia.org/resource/Sony,9358,Technology,http://dbpedia.org/resource/Technology,1,0
64,Sony,http://dbpedia.org/resource/Sony,9359,Technology,http://dbpedia.org/resource/Technology,0,1
65,Sony,http://dbpedia.org/resource/Sony,9360,Technology,http://dbpedia.org/resource/Technology,0,0
66,Sony,http://dbpedia.org/resource/Sony,9361,Technology,http://dbpedia.org/resource/Technology,0,0
67,Sony,http://dbpedia.org/resource/Sony,9362,Technology,http://dbpedia.org/resource/Technology,0,0
68,Sony,http://dbpedia.org/resource/Sony,9363,Technology,http://dbpedia.org/resource/Technology,0,0
69,Sony,http://dbpedia.org/resource/Sony,9364,Technology,http://dbpedia.org/resource/Technology,0,0
70,Sony,http://dbpedia.org/resource/Sony,9365,Technology,http://dbpedia.org/resource/Technology,0,0
71,Sony,http://dbpedia.org/resource/Sony,9366,Technology,http://dbpedia.org/resource/Technology,0,0
72,Sony,http://dbpedia.org/resource/Sony,9367,Technology,http://dbpedia.org/resource/Technology,0,0
64,Motorola,http://dbpedia.org/resource/Motorola,9072,Technology,http://dbpedia.org/resource/Technology,1,1
65,Motorola,http://dbpedia.org/resource/Motorola,9073,Technology,http://dbpedia.org/resource/Technology,0,0
66,Motorola,http://dbpedia.org/resource/Motorola,9074,Technology,http://dbpedia.org/resource/Technology,0,0
67,Motorola,http://dbpedia.org/resource/Motorola,9075,Technology,http://dbpedia.org/resource/Technology,0,0
68,Motorola,http://dbpedia.org/resource/Motorola,9076,Technology,http://dbpedia.org/resource/Technology,0,0
69,Motorola,http://dbpedia.org/resource/Motorola,9077,Technology,http://dbpedia.org/resource/Technology,0,0
70,Motorola,http://dbpedia.org/resource/Motorola,9078,Technology,http://dbpedia.org/resource/Technology,0,0
71,Motorola,http://dbpedia.org/resource/Motorola,9079,Technology,http://dbpedia.org/resource/Technology,0,0
72,Motorola,http://dbpedia.org/resource/Motorola,9080,Technology,http://dbpedia.org/resource/Technology,0,0
73,Motorola,http://dbpedia.org/resource/Motorola,9081,Technology,http://dbpedia.org/resource/Technology,0,0
65,Goldman Sachs,http://dbpedia.org/resource/Goldman_Sachs,8863,Finance,http://dbpedia.org/resource/Finance_industry,1,1
66,Goldman Sachs,http://dbpedia.org/resource/Goldman_Sachs,8864,Finance,http://dbpedia.org/resource/Finance_industry,0,0
67,Goldman Sachs,http://dbpedia.org/resource/Goldman_Sachs,8865,Finance,http://dbpedia.org/resource/Finance_industry,0,0
68,Goldman Sachs,http://dbpedia.org/resource/Goldman_Sachs,8866,Finance,http://dbpedia.org/resource/Finance_industry,0,0
69,Goldman Sachs,http://dbpedia.org/resource/Goldman_Sachs,8867,Finance,http://dbpedia.org/resource/Finance_industry,0,0
70,Goldman Sachs,http://dbpedia.org/resource/Goldman_Sachs,8868,Finance,http://dbpedia.org/resource/Finance_industry,0,0
71,Goldman Sachs,http://dbpedia.org/resource/Goldman_Sachs,8869,Finance,http://dbpedia.org/resource/Finance_industry,0,0
72,Goldman Sachs,http://dbpedia.org/resource/Goldman_Sachs,8870,Finance,http://dbpedia.org/resource/Finance_industry,0,0
73,Goldman Sachs,http://dbpedia.org/resource/Goldman_Sachs,8871,Finance,http://dbpedia.org/resource/Finance_industry,0,0
74,Goldman Sachs,http://dbpedia.org/resource/Goldman_Sachs,8872,Finance,http://dbpedia.org/resource/Finance_industry,0,0
75,Goldman Sachs,http://dbpedia.org/resource/Goldman_Sachs,8873,Finance,http://dbpedia.org/resource/Finance_industry,0,0
66,FedEx,http://dbpedia.org/resource/FedEx,8240,Retail,http://dbpedia.org/resource/Retail_industry,1,1
67,FedEx,http://dbpedia.org/resource/FedEx,8241,Retail,http://dbpedia.org/resource/Retail_industry,0,0
68,FedEx,http://dbpedia.org/resource/FedEx,8242,Retail,http://dbpedia.org/resource/Retail_industry,0,0
69,FedEx,http://dbpedia.org/resource/FedEx,8243,Retail,http://dbpedia.org/resource/Retail_industry,0,0
70,FedEx,http://dbpedia.org/resource/FedEx,8244,Retail,http://dbpedia.org/resource/Retail_industry,0,0
71,FedEx,http://dbpedia.org/resource/FedEx,8245,Retail,http://dbpedia.org/resource/Retail_industry,0,0
72,FedEx,http://dbpedia.org/resource/FedEx,8246,Retail,http://dbpedia.org/resource/Retail_industry,0,0
73,FedEx,http://dbpedia.org/resource/FedEx,8247,Retail,http://dbpedia.org/resource/Retail_industry,0,0
74,FedEx,http://dbpedia.org/resource/FedEx,8248,Retail,http://dbpedia.org/resource/Retail_industry,0,0
75,FedEx,http://dbpedia.org/resource/FedEx,8249,Retail,http://dbpedia.org/resource/Retail_industry,0,0
67,H&M,http://dbpedia.org/resource/H&M,8022,Apparel,http://dbpedia.org/resource/Apparel_industry,1,0
68,H&M,http://dbpedia.org/resource/H&M,8023,Apparel,http://dbpedia.org/resource/Apparel_industry,0,0
69,H&M,http://dbpedia.org/resource/H&M,8024,Apparel,http://dbpedia.org/resource/Apparel_industry,0,0
70,H&M,http://dbpedia.org/resource/H&M,8025,Apparel,http://dbpedia.org/resource/Apparel_industry,0,0
71,H&M,http://dbpedia.org/resource/H&M,8026,Apparel,http://dbpedia.org/resource/Apparel_industry,0,0
72,H&M,http://dbpedia.org/resource/H&M,8027,Apparel,http://dbpedia.org/resource/Apparel_industry,0,0
73,H&M,http://dbpedia.org/resource/H&M,8028,Apparel,http://dbpedia.org/resource/Apparel_industry,0,0
74,H&M,http://dbpedia.org/resource/H&M,8029,Apparel,http://dbpedia.org/resource/Apparel_industry,0,0
75,H&M,http://dbpedia.org/resource/H&M,8030,Apparel,http://dbpedia.org/resource/Apparel_industry,0,0
76,H&M,http://dbpedia.org/resource/H&M,8031,Apparel,http://dbpedia.org/resource/Apparel_industry,0,0
68,State Farm,http://dbpedia.org/resource/State_Farm_Insurance,7905,Finance,http://dbpedia.org/resource/Finance_industry,1,0
69,State Farm,http://dbpedia.org/resource/State_Farm_Insurance,7906,Finance,http://dbpedia.org/resource/Finance_industry,0,0
70,State Farm,http://dbpedia.org/resource/State_Farm_Insurance,7907,Finance,http://dbpedia.org/resource/Finance_industry,0,0
71,State Farm,http://dbpedia.org/resource/State_Farm_Insurance,7908,Finance,http://dbpedia.org/resource/Finance_industry,0,0
72,State Farm,http://dbpedia.org/resource/State_Farm_Insurance,7909,Finance,http://dbpedia.org/resource/Finance_industry,0,0
73,State Farm,http://dbpedia.org/resource/State_Farm_Insurance,7910,Finance,http://dbpedia.org/resource/Finance_industry,0,0
74,State Farm,http://dbpedia.org/resource/State_Farm_Insurance,7911,Finance,http://dbpedia.org/resource/Finance_industry,0,0
75,State Farm,http://dbpedia.org/resource/State_Farm_Insurance,7912,Finance,http://dbpedia.org/resource/Finance_industry,0,0
76,State Farm,http://dbpedia.org/resource/State_Farm_Insurance,7913,Finance,http://dbpedia.org/resource/Finance_industry,0,0
77,State Farm,http://dbpedia.org/resource/State_Farm_Insurance,7914,Finance,http://dbpedia.org/resource/Finance_industry,0,0
78,State Farm,http://dbpedia.org/resource/State_Farm_Insurance,7915,Finance,http://dbpedia.org/resource/Finance_industry,0,0
69,IKEA,http://dbpedia.org/resource/IKEA,7206,Retail,http://dbpedia.org/resource/Retail_industry,1,1
70,IKEA,http://dbpedia.org/resource/IKEA,7207,Retail,http://dbpedia.org/resource/Retail_industry,0,0
71,IKEA,http://dbpedia.org/resource/IKEA,7208,Retail,http://dbpedia.org/resource/Retail_industry,0,0
72,IKEA,http://dbpedia.org/resource/IKEA,7209,Retail,http://dbpedia.org/resource/Retail_industry,0,0
73,IKEA,http://dbpedia.org/resource/IKEA,7210,Retail,http://dbpedia.org/resource/Retail_industry,0,0
74,IKEA,http://dbpedia.org/resource/IKEA,7211,Retail,http://dbpedia.org/resource/Retail_industry,0,0
75,IKEA,http://dbpedia.org/resource/IKEA,7212,Retail,http://dbpedia.org/resource/Retail_industry,0,0
76,IKEA,http://dbpedia.org/resource/IKEA,7213,Retail,http://dbpedia.org/resource/Retail_industry,0,0
77,IKEA,http://dbpedia.org/resource/IKEA,7214,Retail,http://dbpedia.org/resource/Retail_industry,0,0
78,IKEA,http://dbpedia.org/resource/IKEA,7215,Retail,http://dbpedia.org/resource/Retail_industry,0,0
70,JP Morgan,http://dbpedia.org/resource/JPMorgan_Chase,7078,Finance,http://dbpedia.org/resource/Finance_industry,1,0
71,JP Morgan,http://dbpedia.org/resource/JPMorgan_Chase,7079,Finance,http://dbpedia.org/resource/Finance_industry,0,1
72,JP Morgan,http://dbpedia.org/resource/JPMorgan_Chase,7080,Finance,http://dbpedia.org/resource/Finance_industry,0,0
73,JP Morgan,http://dbpedia.org/resource/JPMorgan_Chase,7081,Finance,http://dbpedia.org/resource/Finance_industry,0,0
74,JP Morgan,http://dbpedia.org/resource/JPMorgan_Chase,7082,Finance,http://dbpedia.org/resource/Finance_industry,0,0
75,JP Morgan,http://dbpedia.org/resource/JPMorgan_Chase,7083,Finance,http://dbpedia.org/resource/Finance_industry,0,0
76,JP Morgan,http://dbpedia.org/resource/JPMorgan_Chase,7084,Finance,http://dbpedia.org/resource/Finance_industry,0,0
77,JP Morgan,http://dbpedia.org/resource/JPMorgan_Chase,7085,Finance,http://dbpedia.org/resource/Finance_industry,0,0
78,JP Morgan,http://dbpedia.org/resource/JPMorgan_Chase,7086,Finance,http://dbpedia.org/resource/Finance_industry,0,0
79,JP Morgan,http://dbpedia.org/resource/JPMorgan_Chase,7087,Finance,http://dbpedia.org/resource/Finance_industry,0,0
80,JP Morgan,http://dbpedia.org/resource/JPMorgan_Chase,7088,Finance,http://dbpedia.org/resource/Finance_industry,0,0
81,JP Morgan,http://dbpedia.org/resource/JPMorgan_Chase,7089,Finance,http://dbpedia.org/resource/Finance_industry,0,0
82,JP Morgan,http://dbpedia.org/resource/JPMorgan_Chase,7090,Finance,http://dbpedia.org/resource/Finance_industry,0,0
83,JP Morgan,http://dbpedia.org/resource/JPMorgan_Chase,7091,Finance,http://dbpedia.org/resource/Finance_industry,0,0
84,JP Morgan,http://dbpedia.org/resource/JPMorgan_Chase,7092,Finance,http://dbpedia.org/resource/Finance_industry,0,0
85,JP Morgan,http://dbpedia.org/resource/JPMorgan_Chase,7093,Finance,http://dbpedia.org/resource/Finance_industry,0,0
86,JP Morgan,http://dbpedia.org/resource/JPMorgan_Chase,7094,Finance,http://dbpedia.org/resource/Finance_industry,0,0
87,JP Morgan,http://dbpedia.org/resource/JPMorgan_Chase,7095,Finance,http://dbpedia.org/resource/Finance_industry,0,0
88,JP Morgan,http://dbpedia.org/resource/JPMorgan_Chase,7096,Finance,http://dbpedia.org/resource/Finance_industry,0,0
89,JP Morgan,http://dbpedia.org/resource/JPMorgan_Chase,7097,Finance,http://dbpedia.org/resource/Finance_industry,0,0
71,VW,http://dbpedia.org/resource/Volkswagen,6793,Cars,http://dbpedia.org/resource/Automotive_industry,1,0
72,VW,http://dbpedia.org/resource/Volkswagen,6794,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
73,VW,http://dbpedia.org/resource/Volkswagen,6795,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
74,VW,http://dbpedia.org/resource/Volkswagen,6796,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
75,VW,http://dbpedia.org/resource/Volkswagen,6797,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
76,VW,http://dbpedia.org/resource/Volkswagen,6798,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
77,VW,http://dbpedia.org/resource/Volkswagen,6799,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
78,VW,http://dbpedia.org/resource/Volkswagen,6800,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
79,VW,http://dbpedia.org/resource/Volkswagen,6801,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
80,VW,http://dbpedia.org/resource/Volkswagen,6802,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
72,Siemens,http://dbpedia.org/resource/Siemens,6741,Technology,http://dbpedia.org/resource/Technology,1,0
73,Siemens,http://dbpedia.org/resource/Siemens,6742,Technology,http://dbpedia.org/resource/Technology,0,0
74,Siemens,http://dbpedia.org/resource/Siemens,6743,Technology,http://dbpedia.org/resource/Technology,0,1
75,Siemens,http://dbpedia.org/resource/Siemens,6744,Technology,http://dbpedia.org/resource/Technology,0,0
76,Siemens,http://dbpedia.org/resource/Siemens,6745,Technology,http://dbpedia.org/resource/Technology,0,0
77,Siemens,http://dbpedia.org/resource/Siemens,6746,Technology,http://dbpedia.org/resource/Technology,0,0
78,Siemens,http://dbpedia.org/resource/Siemens,6747,Technology,http://dbpedia.org/resource/Technology,0,0
79,Siemens,http://dbpedia.org/resource/Siemens,6748,Technology,http://dbpedia.org/resource/Technology,0,0
80,Siemens,http://dbpedia.org/resource/Siemens,6749,Technology,http://dbpedia.org/resource/Technology,0,0
81,Siemens,http://dbpedia.org/resource/Siemens,6750,Technology,http://dbpedia.org/resource/Technology,0,0
74,Avon,http://dbpedia.org/resource/Avon_Products,6598,Personal Care,http://dbpedia.org/resource/Personal_Care,1,0
75,Avon,http://dbpedia.org/resource/Avon_Products,6599,Personal Care,http://dbpedia.org/resource/Personal_Care,0,0
76,Avon,http://dbpedia.org/resource/Avon_Products,6600,Personal Care,http://dbpedia.org/resource/Personal_Care,0,0
77,Avon,http://dbpedia.org/resource/Avon_Products,6601,Personal Care,http://dbpedia.org/resource/Personal_Care,0,0
78,Avon,http://dbpedia.org/resource/Avon_Products,6602,Personal Care,http://dbpedia.org/resource/Personal_Care,0,0
79,Avon,http://dbpedia.org/resource/Avon_Products,6603,Personal Care,http://dbpedia.org/resource/Personal_Care,0,0
80,Avon,http://dbpedia.org/resource/Avon_Products,6604,Personal Care,http://dbpedia.org/resource/Personal_Care,0,0
81,Avon,http://dbpedia.org/resource/Avon_Products,6605,Personal Care,http://dbpedia.org/resource/Personal_Care,0,0
82,Avon,http://dbpedia.org/resource/Avon_Products,6606,Personal Care,http://dbpedia.org/resource/Personal_Care,0,0
83,Avon,http://dbpedia.org/resource/Avon_Products,6607,Personal Care,http://dbpedia.org/resource/Personal_Care,0,0
75,Chanel,http://dbpedia.org/resource/Chanel,6499,Luxury,http://dbpedia.org/resource/Luxury_good,1,1
76,Chanel,http://dbpedia.org/resource/Chanel,6500,Luxury,http://dbpedia.org/resource/Luxury_good,0,0
77,Chanel,http://dbpedia.org/resource/Chanel,6501,Luxury,http://dbpedia.org/resource/Luxury_good,0,0
78,Chanel,http://dbpedia.org/resource/Chanel,6502,Luxury,http://dbpedia.org/resource/Luxury_good,0,0
79,Chanel,http://dbpedia.org/resource/Chanel,6503,Luxury,http://dbpedia.org/resource/Luxury_good,0,0
80,Chanel,http://dbpedia.org/resource/Chanel,6504,Luxury,http://dbpedia.org/resource/Luxury_good,0,0
81,Chanel,http://dbpedia.org/resource/Chanel,6505,Luxury,http://dbpedia.org/resource/Luxury_good,0,0
82,Chanel,http://dbpedia.org/resource/Chanel,6506,Luxury,http://dbpedia.org/resource/Luxury_good,0,0
83,Chanel,http://dbpedia.org/resource/Chanel,6507,Luxury,http://dbpedia.org/resource/Luxury_good,0,0
84,Chanel,http://dbpedia.org/resource/Chanel,6508,Luxury,http://dbpedia.org/resource/Luxury_good,0,0
76,ING,http://dbpedia.org/resource/ING_Group,6353,Bank,http://dbpedia.org/resource/Banking_industry,1,0
77,ING,http://dbpedia.org/resource/ING_Group,6354,Bank,http://dbpedia.org/resource/Banking_industry,0,0
78,ING,http://dbpedia.org/resource/ING_Group,6355,Bank,http://dbpedia.org/resource/Banking_industry,0,0
79,ING,http://dbpedia.org/resource/ING_Group,6356,Bank,http://dbpedia.org/resource/Banking_industry,0,0
80,ING,http://dbpedia.org/resource/ING_Group,6357,Bank,http://dbpedia.org/resource/Banking_industry,0,0
81,ING,http://dbpedia.org/resource/ING_Group,6358,Bank,http://dbpedia.org/resource/Banking_industry,0,0
82,ING,http://dbpedia.org/resource/ING_Group,6359,Bank,http://dbpedia.org/resource/Banking_industry,0,0
83,ING,http://dbpedia.org/resource/ING_Group,6360,Bank,http://dbpedia.org/resource/Banking_industry,0,1
84,ING,http://dbpedia.org/resource/ING_Group,6361,Bank,http://dbpedia.org/resource/Banking_industry,0,0
85,ING,http://dbpedia.org/resource/ING_Group,6362,Bank,http://dbpedia.org/resource/Banking_industry,0,0
77,Target,http://dbpedia.org/resource/Target_Corporation,6135,Retail,http://dbpedia.org/resource/Retail_industry,1,0
78,Target,http://dbpedia.org/resource/Target_Corporation,6136,Retail,http://dbpedia.org/resource/Retail_industry,0,0
