OAU State,Official Language,IMF SDRs,Date of Independence,Head of Central Bank,Capital,IMF #Votes,Name of Currency,url entities,labels,dbo:capital,dbo:language,dbo:currency,labels url
Liberia,English,71.3,July 1847,Elio E. Saleeby,Monrovia,963,Liberian dollar,"('http://dbpedia.org/resource/Monrovia,_California', ['Monrovia, California', 'Monrovia,_California', 'monrovia, california', 'monrovia,_california'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Liberia,English,71.3,July 1847,Elio E. Saleeby,Monrovia,963,Liberian dollar,"('http://dbpedia.org/resource/Monrovia', ['Monrovia', 'monrovia'])",1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Liberia,English,71.3,July 1847,Elio E. Saleeby,Monrovia,963,Liberian dollar,"('http://dbpedia.org/resource/Monrovia,_Indiana', ['Monrovia,_Indiana', 'Monrovia, Indiana', 'monrovia, indiana', 'monrovia,_indiana'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Liberia,English,71.3,July 1847,Elio E. Saleeby,Monrovia,963,Liberian dollar,"('http://dbpedia.org/resource/Monrovia,_Maryland', ['Monrovia, Maryland', 'monrovia, maryland', 'Monrovia,_Maryland', 'monrovia,_maryland'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Liberia,English,71.3,July 1847,Elio E. Saleeby,Monrovia,963,Liberian dollar,"('http://dbpedia.org/resource/Monrovia,_Alabama', ['Monrovia,_Alabama', 'monrovia, alabama', 'Monrovia, Alabama', 'monrovia,_alabama'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Liberia,English,71.3,July 1847,Elio E. Saleeby,Monrovia,963,Liberian dollar,"('http://dbpedia.org/resource/McGill_family_(Monrovia)', ['mcgill family (monrovia)', 'McGill family (Monrovia)', 'mc gill family ( monrovia)', 'mcgill_family_(monrovia)', 'Mc Gill family ( Monrovia)', 'McGill_family_(Monrovia)'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Liberia,English,71.3,July 1847,Elio E. Saleeby,Monrovia,963,Liberian dollar,"('http://dbpedia.org/resource/Bame_Monrovia', ['Bame_Monrovia', 'bame_monrovia', 'Bame Monrovia', 'bame monrovia'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Liberia,English,71.3,July 1847,Elio E. Saleeby,Monrovia,963,Liberian dollar,"('http://dbpedia.org/resource/Monrovia_FC', ['monrovia_fc', 'Monrovia FC', 'Monrovia_FC', 'monrovia fc'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Libya,Arabic,817.6,dic-51,Taher E. Jehaimi,Tripoli,8.426,Libyan dinar,"('http://dbpedia.org/resource/Africa/Tripoli', ['africa/tripoli', 'Africa/ Tripoli', 'africa/ tripoli', 'Africa/Tripoli'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Libya,Arabic,817.6,dic-51,Taher E. Jehaimi,Tripoli,8.426,Libyan dinar,"('http://dbpedia.org/resource/Tripoli,_Wisconsin', ['Tripoli,_Wisconsin', 'Tripoli, Wisconsin', 'tripoli, wisconsin', 'tripoli,_wisconsin'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Libya,Arabic,817.6,dic-51,Taher E. Jehaimi,Tripoli,8.426,Libyan dinar,"('http://dbpedia.org/resource/Tripoli', ['tripoli', 'Tripoli'])",1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Libya,Arabic,817.6,dic-51,Taher E. Jehaimi,Tripoli,8.426,Libyan dinar,"('http://dbpedia.org/resource/Tripoli,_Lebanon', ['tripoli, lebanon', 'Tripoli,_Lebanon', 'Tripoli, Lebanon', 'tripoli,_lebanon'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Libya,Arabic,817.6,dic-51,Taher E. Jehaimi,Tripoli,8.426,Libyan dinar,"('http://dbpedia.org/resource/Tripoli,_Iowa', ['tripoli,_iowa', 'Tripoli,_Iowa', 'tripoli, iowa', 'Tripoli, Iowa'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Libya,Arabic,817.6,dic-51,Taher E. Jehaimi,Tripoli,8.426,Libyan dinar,"('http://dbpedia.org/resource/Tripoli,_Greece', ['Tripoli, Greece', 'tripoli,_greece', 'Tripoli,_Greece', 'tripoli, greece'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Libya,Arabic,817.6,dic-51,Taher E. Jehaimi,Tripoli,8.426,Libyan dinar,"('http://dbpedia.org/resource/Tripoli_(film)', ['Tripoli (film)', 'Tripoli_(film)', 'tripoli_(film)', 'tripoli (film)'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Libya,Arabic,817.6,dic-51,Taher E. Jehaimi,Tripoli,8.426,Libyan dinar,"('http://dbpedia.org/resource/Al-Wahda_SC_(Tripoli)', ['al-wahda_sc_(tripoli)', 'al-wahda sc (tripoli)', 'Al-Wahda SC (Tripoli)', 'Al- Wahda SC ( Tripoli)', 'al- wahda sc ( tripoli)', 'Al-Wahda_SC_(Tripoli)'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Libya,Arabic,817.6,dic-51,Taher E. Jehaimi,Tripoli,8.426,Libyan dinar,"('http://dbpedia.org/resource/Tripoli_Cathedral', ['tripoli_cathedral', 'Tripoli Cathedral', 'Tripoli_Cathedral', 'tripoli cathedral'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Libya,Arabic,817.6,dic-51,Taher E. Jehaimi,Tripoli,8.426,Libyan dinar,"('http://dbpedia.org/resource/Tripoli_Province', ['tripoli_province', 'Tripoli_Province', 'tripoli province', 'Tripoli Province'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Madagascar,Malagasy,90.4,lug-60,Andrianarivo Tantely,Antananarivo,1.154,Madagasy franc,"('http://dbpedia.org/resource/Antananarivo', ['Antananarivo', 'antananarivo'])",1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Madagascar,Malagasy,90.4,lug-60,Andrianarivo Tantely,Antananarivo,1.154,Madagasy franc,"('http://dbpedia.org/resource/Alakamisy,_Antananarivo', ['Alakamisy, Antananarivo', 'alakamisy, antananarivo', 'Alakamisy,_Antananarivo', 'alakamisy,_antananarivo'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Madagascar,Malagasy,90.4,lug-60,Andrianarivo Tantely,Antananarivo,1.154,Madagasy franc,"('http://dbpedia.org/resource/DSA_Antananarivo', ['dsa antananarivo', 'DSA_Antananarivo', 'dsa_antananarivo', 'DSA Antananarivo'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Madagascar,Malagasy,90.4,lug-60,Andrianarivo Tantely,Antananarivo,1.154,Madagasy franc,"('http://dbpedia.org/resource/COSFAP_Antananarivo', ['cosfap_antananarivo', 'COSFAP_Antananarivo', 'cosfap antananarivo', 'COSFAP Antananarivo'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Madagascar,Malagasy,90.4,lug-60,Andrianarivo Tantely,Antananarivo,1.154,Madagasy franc,"('http://dbpedia.org/resource/BTM_Antananarivo', ['BTM Antananarivo', 'BTM_Antananarivo', 'btm_antananarivo', 'btm antananarivo'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Madagascar,Malagasy,90.4,lug-60,Andrianarivo Tantely,Antananarivo,1.154,Madagasy franc,"('http://dbpedia.org/resource/Immaculate_Conception_Cathedral,_Antananarivo', ['immaculate_conception_cathedral,_antananarivo', 'Immaculate Conception Cathedral, Antananarivo', 'immaculate conception cathedral, antananarivo', 'Immaculate_Conception_Cathedral,_Antananarivo'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Madagascar,Malagasy,90.4,lug-60,Andrianarivo Tantely,Antananarivo,1.154,Madagasy franc,"('http://dbpedia.org/resource/Antananarivo_Province', ['Antananarivo_Province', 'antananarivo_province', 'Antananarivo Province', 'antananarivo province'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Madagascar,Malagasy,90.4,lug-60,Andrianarivo Tantely,Antananarivo,1.154,Madagasy franc,"('http://dbpedia.org/resource/Mayor_of_Antananarivo', ['mayor_of_antananarivo', 'Mayor of Antananarivo', 'mayor of antananarivo', 'Mayor_of_Antananarivo'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Madagascar,Malagasy,90.4,lug-60,Andrianarivo Tantely,Antananarivo,1.154,Madagasy franc,"('http://dbpedia.org/resource/University_of_Antananarivo', ['university of antananarivo', 'University_of_Antananarivo', 'university_of_antananarivo', 'University of Antananarivo'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Madagascar,Malagasy,90.4,lug-60,Andrianarivo Tantely,Antananarivo,1.154,Madagasy franc,"('http://dbpedia.org/resource/Rova_of_Antananarivo', ['Rova of Antananarivo', 'rova of antananarivo', 'Rova_of_Antananarivo', 'rova_of_antananarivo'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Madagascar,French,90.4,lug-60,Andrianarivo Tantely,Antananarivo,1.154,Madagasy franc,"('http://dbpedia.org/resource/Antananarivo', ['Antananarivo', 'antananarivo'])",1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Madagascar,French,90.4,lug-60,Andrianarivo Tantely,Antananarivo,1.154,Madagasy franc,"('http://dbpedia.org/resource/Alakamisy,_Antananarivo', ['Alakamisy, Antananarivo', 'alakamisy, antananarivo', 'Alakamisy,_Antananarivo', 'alakamisy,_antananarivo'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Madagascar,French,90.4,lug-60,Andrianarivo Tantely,Antananarivo,1.154,Madagasy franc,"('http://dbpedia.org/resource/DSA_Antananarivo', ['dsa antananarivo', 'DSA_Antananarivo', 'dsa_antananarivo', 'DSA Antananarivo'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Madagascar,French,90.4,lug-60,Andrianarivo Tantely,Antananarivo,1.154,Madagasy franc,"('http://dbpedia.org/resource/COSFAP_Antananarivo', ['cosfap_antananarivo', 'COSFAP_Antananarivo', 'cosfap antananarivo', 'COSFAP Antananarivo'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Madagascar,French,90.4,lug-60,Andrianarivo Tantely,Antananarivo,1.154,Madagasy franc,"('http://dbpedia.org/resource/BTM_Antananarivo', ['BTM Antananarivo', 'BTM_Antananarivo', 'btm_antananarivo', 'btm antananarivo'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Madagascar,French,90.4,lug-60,Andrianarivo Tantely,Antananarivo,1.154,Madagasy franc,"('http://dbpedia.org/resource/Immaculate_Conception_Cathedral,_Antananarivo', ['immaculate_conception_cathedral,_antananarivo', 'Immaculate Conception Cathedral, Antananarivo', 'immaculate conception cathedral, antananarivo', 'Immaculate_Conception_Cathedral,_Antananarivo'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Madagascar,French,90.4,lug-60,Andrianarivo Tantely,Antananarivo,1.154,Madagasy franc,"('http://dbpedia.org/resource/Antananarivo_Province', ['Antananarivo_Province', 'antananarivo_province', 'Antananarivo Province', 'antananarivo province'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Madagascar,French,90.4,lug-60,Andrianarivo Tantely,Antananarivo,1.154,Madagasy franc,"('http://dbpedia.org/resource/Mayor_of_Antananarivo', ['mayor_of_antananarivo', 'Mayor of Antananarivo', 'mayor of antananarivo', 'Mayor_of_Antananarivo'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Madagascar,French,90.4,lug-60,Andrianarivo Tantely,Antananarivo,1.154,Madagasy franc,"('http://dbpedia.org/resource/University_of_Antananarivo', ['university of antananarivo', 'University_of_Antananarivo', 'university_of_antananarivo', 'University of Antananarivo'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Madagascar,French,90.4,lug-60,Andrianarivo Tantely,Antananarivo,1.154,Madagasy franc,"('http://dbpedia.org/resource/Rova_of_Antananarivo', ['Rova of Antananarivo', 'rova of antananarivo', 'Rova_of_Antananarivo', 'rova_of_antananarivo'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Malawi,English,50.9,lug-64,M.A.P. Chikaonda,Lilongwe,759,Malawi Kwacha,"('http://dbpedia.org/resource/Lilongwe', ['lilongwe', 'Lilongwe'])",1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Malawi,English,50.9,lug-64,M.A.P. Chikaonda,Lilongwe,759,Malawi Kwacha,"('http://dbpedia.org/resource/Lilongwe_River', ['lilongwe river', 'Lilongwe_River', 'Lilongwe River', 'lilongwe_river'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Malawi,English,50.9,lug-64,M.A.P. Chikaonda,Lilongwe,759,Malawi Kwacha,"('http://dbpedia.org/resource/Lilongwe_District', ['Lilongwe_District', 'lilongwe_district', 'lilongwe district', 'Lilongwe District'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Malawi,English,50.9,lug-64,M.A.P. Chikaonda,Lilongwe,759,Malawi Kwacha,"('http://dbpedia.org/resource/Lilongwe_Hotel', ['lilongwe_hotel', 'lilongwe hotel', 'Lilongwe Hotel', 'Lilongwe_Hotel'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Malawi,English,50.9,lug-64,M.A.P. Chikaonda,Lilongwe,759,Malawi Kwacha,"('http://dbpedia.org/resource/Silver_Stadium,_Lilongwe', ['Silver Stadium, Lilongwe', 'Silver_Stadium,_Lilongwe', 'silver stadium, lilongwe', 'silver_stadium,_lilongwe'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Malawi,English,50.9,lug-64,M.A.P. Chikaonda,Lilongwe,759,Malawi Kwacha,"('http://dbpedia.org/resource/Lilongwe_International_Airport', ['lilongwe_international_airport', 'lilongwe international airport', 'Lilongwe International Airport', 'Lilongwe_International_Airport'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Malawi,English,50.9,lug-64,M.A.P. Chikaonda,Lilongwe,759,Malawi Kwacha,"('http://dbpedia.org/resource/Lilongwe_Wildlife_Centre', ['lilongwe_wildlife_centre', 'lilongwe wildlife centre', 'Lilongwe_Wildlife_Centre', 'Lilongwe Wildlife Centre'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Malawi,English,50.9,lug-64,M.A.P. Chikaonda,Lilongwe,759,Malawi Kwacha,"('http://dbpedia.org/resource/Roman_Catholic_Archdiocese_of_Lilongwe', ['Roman_Catholic_Archdiocese_of_Lilongwe', 'Roman Catholic Archdiocese of Lilongwe', 'roman catholic archdiocese of lilongwe', 'roman_catholic_archdiocese_of_lilongwe'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Mali,French,68.9,lug-65,Soumaila Cisse,Bama Ko,939,CFA franc,"('http://dbpedia.org/resource/Jama_Ko', ['jama_ko', 'Jama Ko', 'Jama_Ko', 'jama ko'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Mali,French,68.9,lug-65,Soumaila Cisse,Bama Ko,939,CFA franc,"('http://dbpedia.org/resource/Flora-Bama', ['Flora- Bama', 'Flora-Bama', 'flora- bama', 'flora-bama'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Mali,French,68.9,lug-65,Soumaila Cisse,Bama Ko,939,CFA franc,"('http://dbpedia.org/resource/Bama,_Borno', ['bama,_borno', 'Bama, Borno', 'Bama,_Borno', 'bama, borno'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Mali,French,68.9,lug-65,Soumaila Cisse,Bama Ko,939,CFA franc,"('http://dbpedia.org/resource/Bama,_Burkina_Faso', ['bama,_burkina_faso', 'bama, burkina faso', 'Bama, Burkina Faso', 'Bama,_Burkina_Faso'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Mali,French,68.9,lug-65,Soumaila Cisse,Bama Ko,939,CFA franc,"('http://dbpedia.org/resource/Bama_Department', ['bama_department', 'Bama Department', 'bama department', 'Bama_Department'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Mali,French,68.9,lug-65,Soumaila Cisse,Bama Ko,939,CFA franc,"('http://dbpedia.org/resource/Bama_(writer)', ['Bama_(writer)', 'bama_(writer)', 'bama (writer)', 'Bama (writer)'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Mali,French,68.9,lug-65,Soumaila Cisse,Bama Ko,939,CFA franc,"('http://dbpedia.org/resource/Bama', ['Bama', 'bama'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Mali,French,68.9,lug-65,Soumaila Cisse,Bama Ko,939,CFA franc,"('http://dbpedia.org/resource/Bama_(soil)', ['bama (soil)', 'Bama (soil)', 'bama_(soil)', 'Bama_(soil)'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Mali,French,68.9,lug-65,Soumaila Cisse,Bama Ko,939,CFA franc,"('http://dbpedia.org/resource/Tribasodites_bama', ['Tribasodites_bama', 'Tribasodites bama', 'tribasodites_bama', 'tribasodites bama'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Mali,French,68.9,lug-65,Soumaila Cisse,Bama Ko,939,CFA franc,"('http://dbpedia.org/resource/Bama_Gruppen', ['Bama Gruppen', 'Bama_Gruppen', 'bama_gruppen', 'bama gruppen'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Mali,French,68.9,lug-65,Soumaila Cisse,Bama Ko,939,CFA franc,"('http://dbpedia.org/resource/Bama_(band)', ['Bama_(band)', 'bama (band)', 'Bama (band)', 'bama_(band)'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Mauritania,Arabic,47.5,nov-60,Mohamedou Ould Michel,Nouakchott,725,Ouguiya,"('http://dbpedia.org/resource/Africa/Nouakchott', ['africa/nouakchott', 'africa/ nouakchott', 'Africa/Nouakchott', 'Africa/ Nouakchott'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Mauritania,Arabic,47.5,nov-60,Mohamedou Ould Michel,Nouakchott,725,Ouguiya,"('http://dbpedia.org/resource/Nouakchott-Sud_Region', ['Nouakchott-Sud Region', 'nouakchott-sud_region', 'Nouakchott- Sud Region', 'nouakchott-sud region', 'Nouakchott-Sud_Region', 'nouakchott- sud region'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Mauritania,Arabic,47.5,nov-60,Mohamedou Ould Michel,Nouakchott,725,Ouguiya,"('http://dbpedia.org/resource/Nouakchott-Ouest_Region', ['nouakchott-ouest_region', 'Nouakchott- Ouest Region', 'nouakchott-ouest region', 'nouakchott- ouest region', 'Nouakchott-Ouest Region', 'Nouakchott-Ouest_Region'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Mauritania,Arabic,47.5,nov-60,Mohamedou Ould Michel,Nouakchott,725,Ouguiya,"('http://dbpedia.org/resource/Nouakchott-Nord_Region', ['nouakchott-nord region', 'nouakchott- nord region', 'nouakchott-nord_region', 'Nouakchott- Nord Region', 'Nouakchott-Nord Region', 'Nouakchott-Nord_Region'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Mauritania,Arabic,47.5,nov-60,Mohamedou Ould Michel,Nouakchott,725,Ouguiya,"('http://dbpedia.org/resource/Nouakchott', ['Nouakchott', 'nouakchott'])",1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Mauritania,Arabic,47.5,nov-60,Mohamedou Ould Michel,Nouakchott,725,Ouguiya,"('http://dbpedia.org/resource/Military_Hospital_(Nouakchott)', ['military hospital (nouakchott)', 'Military Hospital ( Nouakchott)', 'military hospital ( nouakchott)', 'military_hospital_(nouakchott)', 'Military Hospital (Nouakchott)', 'Military_Hospital_(Nouakchott)'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Mauritania,Arabic,47.5,nov-60,Mohamedou Ould Michel,Nouakchott,725,Ouguiya,"('http://dbpedia.org/resource/Ophthalmological_Hospital_(Nouakchott)', ['Ophthalmological Hospital ( Nouakchott)', 'ophthalmological hospital (nouakchott)', 'ophthalmological_hospital_(nouakchott)', 'Ophthalmological_Hospital_(Nouakchott)', 'Ophthalmological Hospital (Nouakchott)', 'ophthalmological hospital ( nouakchott)'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Mauritania,Arabic,47.5,nov-60,Mohamedou Ould Michel,Nouakchott,725,Ouguiya,"('http://dbpedia.org/resource/Stade_Olympique_(Nouakchott)', ['Stade Olympique (Nouakchott)', 'Stade Olympique ( Nouakchott)', 'stade olympique ( nouakchott)', 'stade olympique (nouakchott)', 'stade_olympique_(nouakchott)', 'Stade_Olympique_(Nouakchott)'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Mauritania,Arabic,47.5,nov-60,Mohamedou Ould Michel,Nouakchott,725,Ouguiya,"('http://dbpedia.org/resource/Nouakchott–Oumtounsy_International_Airport', ['Nouakchott–Oumtounsy International Airport', 'Nouakchott–Oumtounsy_International_Airport', 'nouakchott–oumtounsy_international_airport', 'nouakchott–oumtounsy international airport', 'Nouakchott– Oumtounsy International Airport', 'nouakchott– oumtounsy international airport'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Mauritania,Arabic,47.5,nov-60,Mohamedou Ould Michel,Nouakchott,725,Ouguiya,"('http://dbpedia.org/resource/Fish_market_(Nouakchott)', ['fish_market_(nouakchott)', 'Fish market ( Nouakchott)', 'fish market ( nouakchott)', 'fish market (nouakchott)', 'Fish_market_(Nouakchott)', 'Fish market (Nouakchott)'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Mauritius,English,73.3,mar-68,Vasant Kumar Bunwaree,Porto Louis,893,Mouritian rupee,"('http://dbpedia.org/resource/Port_Louis', ['port_louis', 'port louis', 'Port Louis', 'Port_Louis'])",1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Mauritius,English,73.3,mar-68,Vasant Kumar Bunwaree,Porto Louis,893,Mouritian rupee,"('http://dbpedia.org/resource/Port_Louis,_Falkland_Islands', ['port louis, falkland islands', 'port_louis,_falkland_islands', 'Port Louis, Falkland Islands', 'Port_Louis,_Falkland_Islands'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Mauritius,English,73.3,mar-68,Vasant Kumar Bunwaree,Porto Louis,893,Mouritian rupee,"('http://dbpedia.org/resource/Paranhos_(Porto)', ['Paranhos (Porto)', 'paranhos ( porto)', 'paranhos_(porto)', 'paranhos (porto)', 'Paranhos ( Porto)', 'Paranhos_(Porto)'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Mauritius,English,73.3,mar-68,Vasant Kumar Bunwaree,Porto Louis,893,Mouritian rupee,"('http://dbpedia.org/resource/Miragaia_(Porto)', ['miragaia_(porto)', 'Miragaia_(Porto)', 'miragaia ( porto)', 'Miragaia (Porto)', 'Miragaia ( Porto)', 'miragaia (porto)'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Mauritius,English,73.3,mar-68,Vasant Kumar Bunwaree,Porto Louis,893,Mouritian rupee,"('http://dbpedia.org/resource/Sé_(Porto)', ['sé_(porto)', 'sé (porto)', 'Sé_(Porto)', 'Sé (Porto)', 'Sé ( Porto)', 'sé ( porto)'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Mauritius,English,73.3,mar-68,Vasant Kumar Bunwaree,Porto Louis,893,Mouritian rupee,"('http://dbpedia.org/resource/Porto-Vecchio', ['Porto- Vecchio', 'Porto-Vecchio', 'porto-vecchio', 'porto- vecchio'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Mauritius,English,73.3,mar-68,Vasant Kumar Bunwaree,Porto Louis,893,Mouritian rupee,"('http://dbpedia.org/resource/Porto–Lisboa', ['porto–lisboa', 'Porto– Lisboa', 'Porto–Lisboa', 'porto– lisboa'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Mauritius,English,73.3,mar-68,Vasant Kumar Bunwaree,Porto Louis,893,Mouritian rupee,"('http://dbpedia.org/resource/Bonfim_(Porto)', ['bonfim (porto)', 'Bonfim ( Porto)', 'Bonfim (Porto)', 'bonfim_(porto)', 'bonfim ( porto)', 'Bonfim_(Porto)'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Mauritius,English,73.3,mar-68,Vasant Kumar Bunwaree,Porto Louis,893,Mouritian rupee,"('http://dbpedia.org/resource/Porto', ['porto', 'Porto'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
